Timestamp,RSSI,Signal Quality (%),Data Throughput (Mbps),Latency_Before,Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),Noise_Floor,Channel_Utilization,Interference_Status,Channel,Decision
2025-05-25 14:20:18.992,-87.2952701864978,0,3.35715270887475,82.1412188492124,4G,-86.2233950872471,-96.6224490884641,-84.988980123395,40.23,Moderate,6,1
2025-05-25 14:23:26.202,-94.6296009037595,0,76.7166427221432,32.7740865518942,5G,-98.0499494099047,-102.853696955537,-95.9329180261066,22.8,Low,149,0
2025-05-25 14:39:02.253,-97.1251588144806,0,96.4393375249177,49.1787499710527,5G,-96.4976083978168,-105.343943014953,-98.6518703259249,14.83,Low,149,0
2025-05-25 14:42:09.463,-90.4893104505381,0,19.6152595746858,37.3447342440751,5G,-91.0754233495252,-95.664648309871,-89.1556141678831,6.68,Low,149,0
2025-05-25 14:45:16.673,-99.7767626470608,0,26.9920965430719,22.7773768026556,5G,-94.8661558881268,-107.675201005056,-97.8661386221322,43.14,Moderate,44,1
2025-05-25 14:48:23.883,-88.4088663322648,0,4.47201095388088,82.2575646015801,4G,-91.6449385586371,-95.404819148009,-89.2268281851163,36.29,Moderate,6,1
2025-05-25 14:57:45.514,-94.7527828576789,0,63.8206227713445,43.876969130909,5G,-97.445195352284,-100.181279718809,-92.4241223093003,32.74,Moderate,149,1
2025-05-25 15:00:52.724,-88.3415865972618,0,3.34876044036771,95.357767350667,4G,-88.9299179391012,-96.0909203380402,-86.0251293726289,48.89,Moderate,6,1
2025-05-25 15:16:28.775,-83.5159001868085,0,5.38230724603922,58.8683567208002,4G,-87.3877654219648,-90.5347861551073,-85.7025800141654,41.37,Moderate,6,1
2025-05-25 15:19:35.985,-83.5088318263253,0,6.99977873159679,51.535679270702,4G,-86.2362964202035,-89.6401021583444,-84.4412905473187,51.16,High,6,1
2025-05-25 15:25:50.405,-94.0450794137193,0,19.2891663354872,44.0952698999848,5G,-97.6219150754961,-104.003810850292,-93.7991991554183,21.07,Low,48,0
2025-05-25 15:28:57.616,-96.1221117553346,0,61.8304847956542,44.1031290085808,5G,-92.0923668588798,-101.750948662933,-96.18772446772,34.65,Moderate,48,1
2025-05-25 15:32:04.826,-92.9725577946989,0,9.44724721260352,69.8889380504331,4G,-89.2704583750268,-102.313825881482,-93.3969036609614,18.83,Low,6,0
2025-05-25 15:41:26.456,-103.378833188409,0,50.234527815759,20.9243620039048,5G,-106.724582518487,-112.378925743701,-105.953336921777,32.71,Moderate,44,1
2025-05-25 15:44:33.666,-91.1102919704626,0,34.0653476769286,41.9018921507912,5G,-92.665661167528,-99.2542564948964,-90.7207165594171,32.51,Moderate,149,1
2025-05-25 15:50:48.087,-89.4153285594409,0,7.49049707074751,78.4095094143663,4G,-90.5664751183881,-95.1672906954506,-92.4139196141575,41.27,Moderate,6,1
2025-05-25 16:00:09.717,-89.5530301618928,0,7.70014459534919,55.86425671258,4G,-85.6207599563475,-96.5426387896345,-89.8119072890659,35.46,Moderate,6,1
2025-05-25 16:06:24.138,-93.2697346881127,0,6.74777014237591,83.5203044628837,4G,-95.9435104391207,-100.143454255527,-94.2555652365878,41.23,Moderate,1,1
2025-05-25 16:12:38.558,-98.9536027608132,0,6.17042783106623,64.0017905101588,4G,-96.1179829934543,-108.27294129881,-98.143888834105,42.03,Moderate,1,1
2025-05-25 16:18:52.978,-88.7517146251258,0,7.6215235447285,98.535053244215,4G,-93.4098340422039,-95.2549736368701,-90.4749775967062,56.55,High,1,1
2025-05-25 16:22:00.189,-86.9654946319458,0,9.62529387396631,69.1211338802123,4G,-86.5326120156322,-95.2890522577139,-89.7588366166387,31.85,Moderate,6,1
2025-05-25 16:25:07.399,-98.7857890387514,0,21.4972002942788,26.5249418109254,5G,-94.3478957160292,-104.164036030419,-101.639283686791,25.59,Moderate,48,1
2025-05-25 16:28:14.609,-96.537217756194,0,20.5108022682577,22.0760414245157,5G,-100.757827949467,-104.411102488876,-93.7509880017922,37.46,Moderate,48,1
2025-05-25 16:46:57.870,-98.4001321623628,0,26.1439960935974,46.460849411913,5G,-94.7664838819398,-107.951258925785,-98.884384273392,26.98,Moderate,44,1
2025-05-25 17:11:55.551,-85.9392808328586,0,7.14572554938653,94.5033892429033,4G,-87.6539318871314,-93.9425186466282,-87.7629316602127,49.82,Moderate,6,1
2025-05-25 17:15:02.761,-91.397102924352,0,4.81765614955774,69.6818789656622,4G,-96.0288876171958,-100.997443194701,-90.3599335141689,32.17,Moderate,6,1
2025-05-25 17:18:09.972,-86.9703973930745,0,9.32709172799432,60.2525217641107,4G,-88.2039976436783,-92.7095640795466,-84.3840435816829,29.34,Moderate,6,1
2025-05-25 17:21:17.182,-94.0889756768973,0,79.1810905018866,42.6327241212846,5G,-96.8786897404731,-100.517675688826,-95.6143037089515,30.29,Moderate,149,1
2025-05-25 17:24:24.392,-87.0363961222275,0,9.00928489842277,66.1144959368795,4G,-88.9937945382942,-92.3332986598827,-84.2113758981634,42.18,Moderate,6,1
2025-05-25 17:30:38.812,-87.6274757695731,0,20.0063677509726,13.307454163745,5G,-90.3941218873267,-96.9814964938536,-88.0832452463817,33.42,Moderate,149,1
2025-05-25 17:55:36.494,-96.5323344510273,0,7.53667851998112,50.8097609539843,4G,-92.0136074214919,-102.224665952823,-99.0125318905889,28.58,Moderate,6,1
2025-05-25 17:58:43.704,-94.8623645974627,0,9.75517445483498,66.1834758352986,4G,-90.464942903373,-101.093247111719,-95.0660024820476,51.65,High,1,1
2025-05-25 18:01:50.914,-93.99315064328,0,32.9938155774959,23.3744062083272,5G,-89.3175736221191,-102.051969565335,-95.51264492439,26.44,Moderate,149,1
2025-05-25 18:04:58.124,-91.1808252674863,0,8.43895301313283,61.6194988417729,4G,-94.0057157811803,-96.66682796347,-91.4520701853646,35.36,Moderate,6,1
2025-05-25 18:08:05.334,-93.1066761813126,0,84.3532763182449,43.128221444609,5G,-89.5273932282131,-101.099718527323,-92.0772383565913,41.52,Moderate,149,1
2025-05-25 18:17:26.965,-91.3521994169902,0,45.0734407847656,17.3179145329788,5G,-86.7181672387163,-100.566413942875,-90.8949962431756,18.69,Low,153,0
2025-05-25 18:20:34.175,-90.9746740270856,0,4.91507205424354,84.1406055319175,4G,-93.4637474194613,-99.819497432837,-92.2265595239155,39.8,Moderate,6,1
2025-05-25 18:45:31.857,-97.0205215169863,0,45.6609810819617,43.2605575127855,5G,-95.6375275623342,-102.668812213784,-96.2919966736095,24.45,Low,48,0
2025-05-25 18:48:39.067,-84.6540683248095,0,58.9182531367857,16.3310459829839,5G,-86.8912431954554,-94.1810629740954,-85.2434230783871,43.23,Moderate,153,1
2025-05-25 18:51:46.277,-88.4337102131823,0,84.0541898818547,33.2256264534988,5G,-84.9958454253942,-94.771138754619,-90.9077230898331,25.37,Moderate,157,1
2025-05-25 18:54:53.487,-83.5207054394856,0,4.10435968372273,71.7739065078123,4G,-82.0111057129542,-92.9144796008536,-84.0469381759723,41.93,Moderate,6,1
2025-05-25 19:01:07.907,-90.4441478765385,0,4.51903620853462,53.1033383308633,4G,-86.5323867226942,-100.160246305845,-90.1467275599169,46.06,Moderate,6,1
2025-05-25 19:13:36.748,-94.1215886077733,0,7.13425884116577,86.5696964683758,4G,-93.7212766759851,-102.165766307473,-96.0601610338333,43.61,Moderate,1,1
2025-05-25 19:16:43.958,-91.6550034879767,0,6.78256054443366,91.5317650948987,4G,-95.0102963363636,-99.0951634647336,-94.1161336663372,37.51,Moderate,6,1
2025-05-25 19:29:12.799,-91.2377172177355,0,7.49077461015098,77.2056097249274,4G,-90.5604961552059,-99.2266028153027,-89.4239645172438,32.69,Moderate,6,1
2025-05-25 19:32:20.009,-92.6364694021203,0,29.85378090433,30.0753025872906,5G,-93.9247916003861,-99.75249807141,-92.1695165712862,29.24,Moderate,149,1
2025-05-25 19:41:41.640,-95.6104594022798,0,9.9016131991473,56.5949166901957,4G,-93.2941582108738,-101.203196502924,-94.7000716929956,49.71,Moderate,1,1
2025-05-25 19:44:48.850,-85.1188505329522,0,9.80342441314203,78.6490728481627,4G,-82.4060742969644,-92.3149412179042,-83.8558163054904,28.01,Moderate,6,1
2025-05-25 19:54:10.480,-98.1806424824337,0,50.5286327565128,30.5715708767148,5G,-94.2833303624211,-106.466481359453,-99.8787335678758,24.63,Low,48,0
2025-05-25 19:57:17.690,-95.7896388903639,0,9.24196157266545,92.5537457672508,4G,-99.3437606351107,-103.016106486298,-97.8341210607228,41.65,Moderate,1,1
2025-05-25 20:00:24.901,-99.7766458590199,0,6.18059820375551,99.1471136509919,4G,-97.5919165821407,-107.932004526039,-102.291252974858,27.04,Moderate,1,1
2025-05-25 20:03:32.111,-97.6818155091645,0,95.6513535769204,17.4247247313931,5G,-96.6942304472101,-104.708599637833,-98.1155885387213,25.5,Moderate,149,1
2025-05-25 20:19:08.162,-92.5445147224887,0,46.2489921834607,48.5962834694576,5G,-89.0578508611346,-98.268358185605,-95.3868826476942,20.56,Low,149,0
2025-05-25 20:31:37.002,-93.9954213959076,0,50.7751458597382,27.478795041837,5G,-97.8905826602912,-99.9891993876323,-95.666773941823,30.17,Moderate,149,1
2025-05-25 20:34:44.213,-87.5738864232907,0,8.35996909836956,62.5062748443979,4G,-84.7432858313925,-92.6745451144314,-90.1239514864819,34.17,Moderate,6,1
2025-05-25 20:37:51.423,-91.2620402354892,0,3.14270219675147,65.1798396651842,4G,-93.580831255732,-98.0071342456815,-89.6523516183771,37.43,Moderate,6,1
2025-05-25 20:40:58.633,-82.2143349237846,0,9.08254504399695,98.883586999883,4G,-79.5426914114859,-91.5087698376888,-79.8833252518912,44.51,Moderate,6,1
2025-05-25 20:44:05.843,-87.2088430352278,0,6.27984274789336,71.6760092143708,4G,-91.3305587466613,-93.4654884277171,-89.5206321262699,40.27,Moderate,6,1
2025-05-25 20:50:20.263,-89.9732844571502,0,3.60511875381551,98.9448741061842,4G,-89.3089834543856,-98.4195267405758,-87.3468025801886,33.09,Moderate,6,1
2025-05-25 20:56:34.684,-91.1882168010185,0,4.99990104184889,74.6607339063439,4G,-89.2197898950008,-97.6373412032049,-89.2638528521689,33.02,Moderate,6,1
2025-05-25 21:24:39.575,-89.7750982683425,0,4.04257384688169,59.8488698410302,4G,-85.8705722633253,-96.6997892214418,-91.3096619591729,40.1,Moderate,6,1
2025-05-25 21:30:53.996,-85.8428729270835,0,9.66843068191449,91.1813576705158,4G,-87.8987062352618,-91.5556452158651,-88.2865691949007,47.73,Moderate,6,1
2025-05-25 21:34:01.206,-82.8360651162248,0,8.7708628095991,86.68161977508,4G,-86.3495175514602,-89.253112991669,-85.5195940676251,36.26,Moderate,6,1
2025-05-25 21:37:08.416,-91.1380909296332,0,5.95273014950774,66.2260564796749,4G,-92.2797414342862,-99.5080536362698,-93.4401927856112,30.31,Moderate,6,1
2025-05-25 21:40:15.626,-84.3542676958749,0,9.09989378642404,54.4530366149663,4G,-81.4350920617929,-90.4090579654879,-86.7295246997231,25.07,Moderate,11,1
2025-05-25 21:43:22.836,-89.66132026314,0,8.82850785990076,57.2827047602262,4G,-93.9483515272727,-96.4143946896022,-92.4062596629546,20.55,Low,6,0
2025-05-25 21:46:30.047,-93.2110079397402,0,56.3806412737671,24.3321273603908,5G,-89.323844753086,-102.576300646705,-93.2813236590219,41.66,Moderate,149,1
2025-05-25 21:49:37.257,-95.1670100376792,0,3.08150644983305,58.1066825909942,4G,-94.1284558152308,-101.502836551387,-95.4707075822774,40.78,Moderate,1,1
2025-05-25 21:52:44.467,-94.9479824787147,0,7.66560395140448,53.8602149729018,4G,-97.1359874123556,-103.901196454678,-96.1503127121301,40.77,Moderate,1,1
2025-05-25 22:05:13.308,-93.8302854819518,0,9.0929689999683,96.8195641773636,4G,-94.5981471180791,-100.475474051679,-92.8023016932274,33.71,Moderate,1,1
2025-05-25 22:08:20.518,-89.4088576536249,0,6.7118393921217,66.4773153613805,4G,-93.9494101223427,-94.8086865558377,-87.7719681226089,49.07,Moderate,6,1
2025-05-25 22:11:27.728,-91.175110778715,0,9.54051783055496,77.6844418618349,4G,-95.8941093865442,-99.5335468573956,-88.2272444956597,30.16,Moderate,6,1
2025-05-25 22:14:34.938,-88.8651876786652,0,46.3180369346269,36.5396424052215,5G,-86.2182331286422,-98.5780373492834,-87.3816251786882,44.55,Moderate,149,1
2025-05-25 22:20:49.358,-95.8300682331775,0,4.57665247165111,87.1249343239556,4G,-100.342501741509,-104.318619309924,-97.4831260224041,34.61,Moderate,1,1
2025-05-25 22:30:10.989,-90.3550896367665,0,8.05247335113841,90.2452232305218,4G,-92.653856921311,-96.0439067513276,-88.5355077003066,28.92,Moderate,6,1
2025-05-25 22:33:18.199,-92.4570321182491,0,36.5003637862995,35.4539011637801,5G,-91.3394827221468,-100.234883198475,-90.0624857078566,40.93,Moderate,48,1
2025-05-25 22:48:54.250,-97.9734954966335,0,89.178163003034,18.4675855740432,5G,-98.20063926833,-107.82847698493,-96.2731644444193,39.1,Moderate,149,1
2025-05-25 23:01:23.091,-97.5137889626007,0,92.8204580773524,42.3015260985976,5G,-95.2742214176558,-103.952708554028,-100.375027061864,38.57,Moderate,149,1
2025-05-25 23:10:44.721,-96.3468258355411,0,45.4500200775143,19.8926702563206,5G,-93.1043878933086,-102.823681873206,-97.7603214952908,35.81,Moderate,48,1
2025-05-25 23:13:51.931,-89.5504992844047,0,3.55312892597373,88.270360823055,4G,-90.8152050627295,-97.0319827127096,-89.8206526786114,34.62,Moderate,6,1
2025-05-25 23:26:20.772,-101.127097554443,0,26.2023016220105,12.6505700672049,5G,-97.3444284322524,-109.253636218281,-99.4331627292952,58.88,High,44,1
2025-05-25 23:29:27.982,-94.4258948398649,0,54.4227278259924,24.7752944740558,5G,-96.6388440484218,-104.166731153598,-94.313492523511,46.84,Moderate,48,1
2025-05-25 23:32:35.192,-93.6874366414572,0,72.3071385873612,23.2379186126184,5G,-96.2857938492184,-103.274338668454,-94.7301148844994,42.23,Moderate,149,1
2025-05-25 23:41:56.823,-94.2617496565105,0,51.0440431016465,17.5830593847344,5G,-93.8480509305686,-102.789221905123,-95.5774230499251,36.12,Moderate,149,1
2025-05-26 00:00:40.084,-86.876009075999,0,58.9589151724951,38.8096316999606,5G,-89.0779128033481,-93.4649223537763,-87.7903827811869,45.07,Moderate,153,1
2025-05-26 00:03:47.294,-89.9359565750268,0,3.66350060131999,62.0903243685216,4G,-88.3365976125606,-99.2719549773516,-88.8985837491729,40.18,Moderate,6,1
2025-05-26 00:16:16.135,-92.869197059517,0,47.1505401086554,44.7703075983996,5G,-89.1212027679392,-100.747172141954,-95.7281898134685,35.26,Moderate,149,1
2025-05-26 00:19:23.345,-89.1751611574905,0,8.17573268465412,78.8732821837507,4G,-91.0151787021423,-96.6819759324819,-89.1605148538423,31.96,Moderate,6,1
2025-05-26 00:25:37.765,-87.2372534708328,0,8.17236255717222,76.0131504017111,4G,-83.0989765261136,-93.8355318565801,-87.9798167690173,34.19,Moderate,6,1
2025-05-26 00:28:44.976,-98.0109359976605,0,97.8568356520929,20.4805082674728,5G,-102.319296968441,-105.737809737004,-100.982802123727,3.3,Low,153,0
2025-05-26 00:34:59.396,-92.8105297890945,0,9.9542523863591,64.2184085568096,4G,-92.4949398404731,-102.243052317709,-92.3111232221176,37.11,Moderate,6,1
2025-05-26 00:38:06.606,-88.1331604075393,0,7.08613522218347,61.470544966183,4G,-86.8633861448541,-95.055661193787,-91.1116137588869,30.12,Moderate,6,1
2025-05-26 00:41:13.816,-94.0387410268924,0,9.95907106155076,61.6295635069323,4G,-98.8846868797462,-101.740426398069,-95.4981528626236,50.93,High,1,1
2025-05-26 00:44:21.026,-99.0341185932704,0,50.4516782871884,38.9671221852584,5G,-95.330610048669,-107.433489124567,-99.0166616441358,35.19,Moderate,48,1
2025-05-26 00:47:28.237,-95.9876170984461,0,65.7437394895086,36.867731897702,5G,-92.0421483140549,-104.517267580338,-96.2207705403572,23.11,Low,149,0
2025-05-26 00:50:35.447,-93.7845527126654,0,49.9746021516921,14.3882512854352,5G,-94.1694067406126,-99.8710924241336,-92.1897267564273,34.5,Moderate,149,1
2025-05-26 00:53:42.657,-90.3553330729215,0,5.79664097582785,93.8964467369707,4G,-93.516232707899,-98.8128361580312,-92.2900109323938,24.54,Low,6,0
2025-05-26 00:56:49.867,-100.417962639605,0,76.5729061742487,14.80897483279,5G,-97.5549275099073,-109.974336610708,-101.769615403282,39.73,Moderate,48,1
2025-05-26 01:03:04.287,-100.996652817416,0,90.3262206373903,10.2882274619202,5G,-99.1398931814421,-107.995690288322,-103.771269812023,37.91,Moderate,149,1
2025-05-26 01:06:11.498,-96.9030517964595,0,7.64047100670984,93.2627378595659,4G,-92.7985002196194,-105.701009060925,-97.2635303265829,44.58,Moderate,1,1
2025-05-26 01:09:18.708,-98.1803207908461,0,83.4535933502577,48.3582039005867,5G,-95.9847702577799,-104.066606715108,-101.148132994108,27.09,Moderate,149,1
2025-05-26 01:12:25.918,-96.9507531382487,0,33.8306667777406,10.7383153572309,5G,-99.5893844401465,-104.710216091738,-99.5660259181151,35.34,Moderate,48,1
2025-05-26 01:15:33.128,-93.4844581756646,0,6.75536759410374,58.2807227873964,4G,-89.0589967318792,-99.1021130337628,-96.410039632993,21.35,Low,6,0
2025-05-26 01:21:47.548,-89.0812833600709,0,16.9938052087068,35.6638920880128,5G,-84.129000237827,-94.3504259274288,-90.6272394119607,42.01,Moderate,149,1
2025-05-26 01:24:54.759,-95.3125449133304,0,71.378614582267,29.228354904334,5G,-92.5369979434082,-105.126523546205,-95.8933320676704,40.19,Moderate,149,1
2025-05-26 01:31:09.179,-95.5574290471395,0,41.0815894164199,22.2765694253156,5G,-97.8331600136028,-102.368052298476,-97.7719616501898,39.96,Moderate,48,1
2025-05-26 01:34:16.389,-99.3829812433194,0,83.9123233750414,43.5835005576806,5G,-95.5148637206722,-106.089639773856,-98.6273125733887,35.02,Moderate,48,1
2025-05-26 01:40:30.810,-90.1972924670575,0,6.07841022444405,83.9277788719724,4G,-92.9100394959218,-99.3444859520895,-93.0582830177901,39.15,Moderate,6,1
2025-05-26 01:46:45.230,-85.9174414641542,0,6.27961549205482,91.8667471458186,4G,-88.7712968697068,-93.4004798520023,-83.174746151661,51.04,High,6,1
2025-05-26 01:59:14.071,-91.7050669868751,0,7.04012361266963,86.4312412183014,4G,-93.7379988258239,-100.854480619078,-93.6573326733714,32.15,Moderate,6,1
2025-05-26 02:02:21.281,-98.1385320152381,0,17.5512148609465,30.7402458874557,5G,-102.732306484637,-106.606950872085,-101.114435382617,36.39,Moderate,44,1
2025-05-26 02:11:42.911,-93.1454495161206,0,73.0283533021045,25.846721014309,5G,-91.2059458249482,-100.539210964777,-95.5668596915506,24.14,Low,153,0
2025-05-26 02:30:26.172,-89.3568934776929,0,7.59214851504951,72.0425236853704,4G,-88.1922667177194,-95.8919721215625,-86.913114996739,26.32,Moderate,6,1
2025-05-26 02:33:33.382,-87.6332603561689,0,4.25500103414292,77.5135002930693,4G,-85.7332463345668,-94.6111425534613,-86.4766706193093,35.98,Moderate,6,1
2025-05-26 02:36:40.593,-91.5391355051163,0,21.7965465163811,18.3626932355088,5G,-87.8421398241209,-96.8347081868778,-92.1411659450825,46.04,Moderate,48,1
2025-05-26 02:39:47.803,-85.2856618818273,0,7.64368099071221,81.5307490044596,4G,-81.5768470015607,-94.0831435381363,-84.3068775008646,32.44,Moderate,6,1
2025-05-26 02:42:55.013,-88.8158503340217,0,8.63902650619106,56.6480328476783,4G,-92.4747389728056,-94.1170361628448,-87.6717312523087,32.64,Moderate,6,1
2025-05-26 02:46:02.223,-93.1795092123505,0,7.34782574152974,95.7258403558457,4G,-96.1403467418725,-102.463844409297,-91.6934156463541,30.93,Moderate,6,1
2025-05-26 02:49:09.433,-101.475681817001,0,92.1615829357532,17.9540238722762,5G,-101.42709062152,-107.389088874191,-101.849278814582,29.65,Moderate,149,1
2025-05-26 02:58:31.064,-97.7136104667864,0,33.2940943018511,31.0439890915263,5G,-99.3684742935356,-104.609599096261,-96.1430961867658,37.95,Moderate,48,1
2025-05-26 03:01:38.274,-88.0002927682923,0,4.58146749657962,67.5507890428645,4G,-89.9187761351928,-93.4137483463056,-88.2818457826343,20.03,Low,6,0
2025-05-26 03:04:45.484,-95.3869157747762,0,11.1383252683965,19.5649955260322,5G,-97.6795780753652,-102.864360685846,-97.0646868582145,47.81,Moderate,44,1
2025-05-26 03:07:52.694,-90.6927234812112,0,5.67533378515415,88.3649502484117,4G,-90.1571759348294,-98.4096953786396,-88.9510068141843,28.35,Moderate,6,1
2025-05-26 03:10:59.905,-86.7866930904273,0,6.67750574642408,70.3532836837722,4G,-88.5440699408669,-92.1058748807018,-85.427158243901,42.22,Moderate,6,1
2025-05-26 03:14:07.115,-101.129461378292,0,96.4014448952099,49.058496546833,5G,-105.992900068853,-108.725032219086,-100.757709799,22.3,Low,149,0
2025-05-26 03:17:14.325,-94.3669020601863,0,49.4311159182262,25.2388963400745,5G,-95.9774563186819,-103.104179496809,-96.7766387633349,41.69,Moderate,149,1
2025-05-26 03:20:21.535,-88.9067998789463,0,4.7230794184903,54.9169669936024,4G,-91.6027713058778,-98.4193077645764,-89.4249997881647,41.72,Moderate,6,1
2025-05-26 03:23:28.745,-95.5918199386235,0,37.8963873603762,37.5278175073573,5G,-96.0622054160621,-104.472937697282,-94.2448577684222,38.84,Moderate,48,1
2025-05-26 03:26:35.955,-91.7512636134538,0,15.2774092937362,24.7674895130059,5G,-88.6082029732159,-99.8210348261408,-93.3576923250297,25.06,Moderate,149,1
2025-05-26 03:32:50.376,-93.2881992915747,0,62.5665665450463,35.3576003069677,5G,-91.3856163776163,-101.192012185506,-93.6889058523954,37.5,Moderate,149,1
2025-05-26 03:35:57.586,-86.9420758187249,0,9.63343240668924,56.2996120546474,4G,-82.2132783146933,-93.1133633880694,-86.1884763806037,23.17,Low,6,0
2025-05-26 03:39:04.796,-89.3816930526815,0,5.65379293893247,96.1486978499185,4G,-89.9656466775432,-96.7235186488682,-87.7050390839403,32.47,Moderate,6,1
2025-05-26 03:48:26.427,-88.3881195369908,0,9.83703251192005,63.9964789541288,4G,-83.6739060830308,-98.3364469003916,-86.3095379449801,45.29,Moderate,6,1
2025-05-26 03:54:40.847,-89.9859272724394,0,81.4727499662035,18.5108089737894,5G,-93.0172012823572,-97.5138394472262,-87.6206631034598,42.97,Moderate,153,1
2025-05-26 04:00:55.267,-99.1957764888068,0,5.67440030424285,92.1789567717489,4G,-95.1922366951977,-104.997652927188,-100.674182834126,35.15,Moderate,1,1
2025-05-26 04:04:02.477,-98.3973270634601,0,5.36352844572701,94.7668723827854,4G,-96.4940378687933,-106.38010594557,-98.7023819730649,25.25,Moderate,1,1
2025-05-26 04:07:09.688,-95.2100023896139,0,46.7547416031857,42.6306557546924,5G,-94.656418963404,-102.298534889134,-93.4685376036724,41.46,Moderate,48,1
2025-05-26 04:13:24.108,-92.2575370086445,0,8.08964949986583,57.2075210404098,4G,-92.6090292721963,-97.5096407517052,-94.0203337618021,35.19,Moderate,6,1
2025-05-26 04:16:31.318,-88.9940695224455,0,3.33943727569974,51.0906202756024,4G,-86.6951596770257,-98.6196631021854,-90.2621525120843,11.8,Low,6,0
2025-05-26 04:22:45.739,-99.2663137794165,0,78.6102304907328,49.0926024849372,5G,-97.9568773880553,-107.045703897624,-96.3072673558114,42.83,Moderate,48,1
2025-05-26 04:35:14.579,-104.286537459172,0,20.3109898598461,34.5112866359539,5G,-108.32919919381,-114.062224331397,-106.006068134802,34.76,Moderate,40,1
2025-05-26 04:38:21.789,-91.8997639580817,0,45.2374277816948,30.5620304273461,5G,-91.7537546862607,-98.1043263099153,-90.9208235388505,47.02,Moderate,149,1
2025-05-26 04:41:29.000,-106.330303642625,0,55.5149238609227,45.5067385051141,5G,-105.641166865119,-114.515998229255,-106.609075591881,24.05,Low,44,0
2025-05-26 04:44:36.210,-89.6379470729866,0,7.08903886573017,57.2926833045223,4G,-84.889524496466,-97.6022825126944,-86.6430177099424,3.23,Low,6,0
2025-05-26 04:53:57.840,-98.8627135802213,0,60.119560870524,26.170193405735,5G,-101.802904140732,-108.457323852433,-97.7982599251054,37.79,Moderate,48,1
2025-05-26 05:00:12.261,-92.2283848921292,0,9.62595503297118,78.7443338109137,4G,-88.8717520019488,-97.4026788526521,-92.2014921241563,37.92,Moderate,6,1
2025-05-26 05:12:41.101,-95.4582574317448,0,67.7752047958866,19.9002828961501,5G,-93.6500755415843,-104.354065876264,-97.0684469725686,18.09,Low,149,0
2025-05-26 05:15:48.311,-91.2843701660582,0,3.49130752479588,74.5585659415369,4G,-88.9499239169953,-98.7998924048633,-90.3792006013131,25.22,Moderate,6,1
2025-05-26 05:25:09.942,-89.5524488576505,0,3.13129392232576,88.6528287207959,4G,-86.9439200422721,-99.3879656850287,-88.915672005146,62.55,High,1,1
2025-05-26 05:37:38.783,-87.837414758511,0,8.43045386502908,65.9319308440766,4G,-83.7050626916846,-93.6172978018796,-89.3937103163548,31.94,Moderate,6,1
2025-05-26 05:47:00.413,-103.624296222221,0,31.2999345659069,43.6990587851843,5G,-101.437689728759,-109.108881567309,-101.119661385638,42.31,Moderate,40,1
2025-05-26 05:50:07.623,-87.5430822399809,0,70.3250944856639,17.1722709564534,5G,-87.2347878217716,-96.7477057304953,-86.3034536370653,28.49,Moderate,157,1
2025-05-26 05:53:14.834,-86.620426563893,0,6.57122242212406,84.9279457621205,4G,-82.1870206096294,-94.1653685044659,-85.3601758968135,14.1,Low,6,0
2025-05-26 05:59:29.254,-89.4273824285459,0,6.41867736129712,52.6010841414947,4G,-92.8892084786444,-98.7352978396117,-88.1646545635353,33.3,Moderate,6,1
2025-05-26 06:05:43.674,-89.9291451679304,0,7.32635913369893,73.1164184205762,4G,-91.6898766599225,-97.4681740733058,-87.5088637790351,32.34,Moderate,6,1
2025-05-26 06:11:58.095,-92.1636825749034,0,12.369482393775,44.5713604122331,5G,-93.2315007492623,-101.636494786567,-93.2124860898388,31.0,Moderate,48,1
2025-05-26 06:15:05.305,-87.0829364370039,0,3.66676996560035,69.2958111277439,4G,-86.8911160253894,-96.7717511747638,-84.2502578159649,33.85,Moderate,6,1
2025-05-26 06:18:12.515,-89.0219014604717,0,6.40168282614762,98.2265669736636,4G,-88.2506186024495,-94.3653559532178,-87.9006362015569,37.64,Moderate,6,1
2025-05-26 06:21:19.725,-84.4735960271327,0,69.8220369553508,35.8172639373935,5G,-89.1418282759034,-89.5671691269326,-87.0576121594961,33.5,Moderate,157,1
2025-05-26 06:27:34.145,-94.6367896472551,0,34.6369631629729,36.7858172367355,5G,-91.670136437961,-104.265723327841,-92.7009058700535,22.36,Low,149,0
2025-05-26 06:30:41.356,-100.017003115689,0,98.1108173442869,13.8719203379162,5G,-101.858171445157,-107.999343236447,-100.366136947913,39.86,Moderate,149,1
2025-05-26 06:33:48.566,-86.5791045996295,0,4.32957485938063,87.1337890345508,4G,-88.4980373414722,-93.9721096643914,-87.6243809550932,15.51,Low,6,0
2025-05-26 06:36:55.776,-92.79236475293,0,59.4615724506425,21.2388786124924,5G,-93.417806832059,-101.289813811586,-95.2442110127193,14.5,Low,153,0
2025-05-26 06:43:10.196,-90.7036515103812,0,9.30713324459432,53.1577323073384,4G,-88.1296767221135,-100.679059278805,-89.5530352770228,42.39,Moderate,6,1
2025-05-26 06:46:17.406,-98.9397056246869,0,82.7967984659376,20.7542103376368,5G,-100.806968993865,-105.633300071885,-100.64162986262,40.07,Moderate,149,1
2025-05-26 06:49:24.617,-89.8332542406277,0,7.40316926935418,70.0903328237004,4G,-90.683892808389,-99.1259535830476,-89.8342111922773,34.43,Moderate,6,1
